,X1,X2,J3,J4,J5,I6,I7,I8,Y
1,1.91781058907509,-0.4964945022948089,0.8399686667784241,3.4314906647595698,13.5884308810836,-2.9979803902097006,0.301468327080366,-2.6965120631293398,1.70179651921992
2,-4.918049813713879,0.57575422571972,-1.08645005487026,23.855721041737,585.131207200443,2.68668288132176,0.8857389643614549,3.57242184568321,0.798157675527483
3,3.1045335065573503,-2.5144220539368702,0.908728022101433,3.31581002801314,132.865225246879,-0.8444653311744329,0.618626909896733,-0.22583842127770004,1.92344416151806
4,1.84311834163964,1.34552959818393,0.83525405054383,1.58663532169944,14.8179168396182,-3.48078106762841,0.18162036390199698,-3.29916070372642,0.79782401357475
5,-3.2037992309778898,-4.71207598689944,0.25435487799125,-11.9393305938998,598.358982456157,-4.52276221010834,-0.32126517419780604,-4.844027384306151,1.90230093501161
6,-4.88278206437826,3.10480431653559,-0.931005931444267,14.201750844235999,661.345949877849,-3.45015189843252,0.19028913566468106,-3.25986276276784,0.384133786753227
7,-3.45675602555275,-1.9547171192243702,0.188434589951852,8.12824320400642,157.381899892815,-2.9983177105896197,0.30139514661705297,-2.69692256397256,2.16845842714315
8,3.8955729152075897,0.141620207577944,0.949173923853414,15.1554320545046,230.29584854213402,1.59377347445115,0.8191340231095708,2.41290749756073,1.6059516177315802
9,4.5724450587295005,-3.5539782932028197,0.981022882383624,8.27649210654301,596.649403427351,1.5116479457356,0.8136909122500869,2.32533885798569,2.08974522108731
10,2.7574221719987704,-2.0584951411001398,0.889717427125552,3.36597478869753,75.76692012458209,-3.62842109519988,0.13722079694498,-3.4912002982549,1.97619023176124
11,4.345740354619919,1.42741014016792,0.97061371119266,16.8479595215179,360.811975380519,0.24836200056597602,0.720023782432058,0.968385782998034,0.8414519205361679
12,4.7384646325372195,-2.95129733625799,0.9884904913572571,13.7428911068025,580.006139868078,-3.5820381809026003,0.15166453692704998,-3.43037364397555,2.42193210234604
13,4.01660383213311,-0.412779455073178,0.955042988240159,15.9627194657759,260.306152005075,1.6747302073053998,0.8244337162019331,2.49916392350733,1.90075272065273
14,-0.7556864316575229,4.01976310182363,0.627807461932935,-15.587433411791402,261.423085211632,-1.45427231211215,0.5497053787017651,-0.904566933410388,1.05232337243374
15,0.78970346134156,0.137695281300694,0.762656320480277,0.604671566362363,0.38927579994466704,-1.6778693231753998,0.5214167115312821,-1.15645261164412,1.2408553281391201
16,2.83128936076537,3.7433641240932,0.8938332711468759,-5.99657552116492,260.61731576722,4.02505332836881,0.955449776799067,4.98050310516788,0.8781468571559999
17,-1.59163114847615,2.48968930216506,0.532546587712413,-3.6652631085156298,44.839613847609904,-1.7340962053276598,0.514003387363811,-1.22009281796385,1.35520671464024
18,-3.0812753108330093,3.6142250662669504,0.28301266386876195,-3.56836528848332,260.773041446898,-4.55050025368109,-0.34727054903048604,-4.897770802711579,1.5230258501761398
19,3.41507785255089,-1.0066249826923002,0.925058138229472,10.6494628832034,137.04665919087,-0.824677529744804,0.620690022728407,-0.20398750701639604,2.0839587631997203
